target,location,truth_date,year_week,value
hospital admissions,LU,2022-08-28,2022-W34,8
hospital admissions,LU,2022-08-21,2022-W33,16
hospital admissions,LU,2022-08-14,2022-W32,14
hospital admissions,LU,2022-08-07,2022-W31,15
hospital admissions,LU,2022-07-31,2022-W30,20
hospital admissions,LU,2022-07-24,2022-W29,24
hospital admissions,LU,2022-07-17,2022-W28,31
hospital admissions,LU,2022-07-10,2022-W27,33
hospital admissions,LU,2022-07-03,2022-W26,22
hospital admissions,LU,2022-06-26,2022-W25,12
hospital admissions,LU,2022-06-19,2022-W24,24
hospital admissions,LU,2022-06-12,2022-W23,15
hospital admissions,LU,2022-06-05,2022-W22,3
hospital admissions,LU,2022-05-29,2022-W21,10
hospital admissions,LU,2022-05-22,2022-W20,14
hospital admissions,LU,2022-05-15,2022-W19,15
hospital admissions,LU,2022-05-08,2022-W18,21
hospital admissions,LU,2022-05-01,2022-W17,13
hospital admissions,LU,2022-04-24,2022-W16,24
hospital admissions,LU,2022-04-17,2022-W15,28
hospital admissions,LU,2022-04-10,2022-W14,29
hospital admissions,LU,2022-04-03,2022-W13,29
hospital admissions,LU,2022-03-27,2022-W12,27
hospital admissions,LU,2022-03-20,2022-W11,32
hospital admissions,LU,2022-03-13,2022-W10,28
hospital admissions,LU,2022-03-06,2022-W09,25
hospital admissions,LU,2022-02-27,2022-W08,22
hospital admissions,LU,2022-02-20,2022-W07,31
hospital admissions,LU,2022-02-13,2022-W06,49
hospital admissions,LU,2022-02-06,2022-W05,58
hospital admissions,LU,2022-01-30,2022-W04,56
hospital admissions,LU,2022-01-23,2022-W03,57
hospital admissions,LU,2022-01-16,2022-W02,54
hospital admissions,LU,2022-01-09,2022-W01,56
hospital admissions,LU,2022-01-02,2021-W52,52
hospital admissions,LU,2021-12-26,2021-W51,40
hospital admissions,LU,2021-12-19,2021-W50,58
hospital admissions,LU,2021-12-12,2021-W49,54
hospital admissions,LU,2021-12-05,2021-W48,58
hospital admissions,LU,2021-11-28,2021-W47,43
hospital admissions,LU,2021-11-21,2021-W46,39
hospital admissions,LU,2021-11-14,2021-W45,24
hospital admissions,LU,2021-11-07,2021-W44,31
hospital admissions,LU,2021-10-31,2021-W43,24
hospital admissions,LU,2021-10-24,2021-W42,20
hospital admissions,LU,2021-10-17,2021-W41,10
hospital admissions,LU,2021-10-10,2021-W40,12
hospital admissions,LU,2021-10-03,2021-W39,16
hospital admissions,LU,2021-09-26,2021-W38,12
hospital admissions,LU,2021-09-19,2021-W37,14
hospital admissions,LU,2021-09-12,2021-W36,25
hospital admissions,LU,2021-09-05,2021-W35,25
hospital admissions,LU,2021-08-29,2021-W34,32
hospital admissions,LU,2021-08-22,2021-W33,18
hospital admissions,LU,2021-08-15,2021-W32,12
hospital admissions,LU,2021-08-08,2021-W31,13
hospital admissions,LU,2021-08-01,2021-W30,23
hospital admissions,LU,2021-07-25,2021-W29,25
hospital admissions,LU,2021-07-18,2021-W28,18
hospital admissions,LU,2021-07-11,2021-W27,10
hospital admissions,LU,2021-07-04,2021-W26,3
hospital admissions,LU,2021-06-27,2021-W25,5
hospital admissions,LU,2021-06-20,2021-W24,3
hospital admissions,LU,2021-06-13,2021-W23,10
hospital admissions,LU,2021-06-06,2021-W22,12
hospital admissions,LU,2021-05-30,2021-W21,18
hospital admissions,LU,2021-05-23,2021-W20,16
hospital admissions,LU,2021-05-16,2021-W19,50
hospital admissions,LU,2021-05-09,2021-W18,59
hospital admissions,LU,2021-05-02,2021-W17,60
hospital admissions,LU,2021-04-25,2021-W16,81
hospital admissions,LU,2021-04-18,2021-W15,81
hospital admissions,LU,2021-04-11,2021-W14,109
hospital admissions,LU,2021-04-04,2021-W13,106
hospital admissions,LU,2021-03-28,2021-W12,91
hospital admissions,LU,2021-03-21,2021-W11,85
hospital admissions,LU,2021-03-14,2021-W10,84
hospital admissions,LU,2021-03-07,2021-W09,100
hospital admissions,LU,2021-02-28,2021-W08,76
hospital admissions,LU,2021-02-21,2021-W07,71
hospital admissions,LU,2021-02-14,2021-W06,51
hospital admissions,LU,2021-02-07,2021-W05,53
hospital admissions,LU,2021-01-31,2021-W04,48
hospital admissions,LU,2021-01-24,2021-W03,48
hospital admissions,LU,2021-01-17,2021-W02,50
hospital admissions,LU,2021-01-10,2021-W01,56
hospital admissions,LU,2021-01-03,2020-W53,27
hospital admissions,LU,2020-12-27,2020-W52,80
hospital admissions,LU,2020-12-20,2020-W51,104
hospital admissions,LU,2020-12-13,2020-W50,156
hospital admissions,LU,2020-12-06,2020-W49,124
hospital admissions,LU,2020-11-29,2020-W48,121
hospital admissions,LU,2020-11-22,2020-W47,125
hospital admissions,LU,2020-11-15,2020-W46,142
hospital admissions,LU,2020-11-08,2020-W45,123
hospital admissions,LU,2020-11-01,2020-W44,180
hospital admissions,LU,2020-10-25,2020-W43,132
hospital admissions,LU,2020-10-18,2020-W42,55
hospital admissions,LU,2020-10-11,2020-W41,32
hospital admissions,LU,2020-10-04,2020-W40,27
hospital admissions,LU,2020-09-27,2020-W39,19
hospital admissions,LU,2020-09-20,2020-W38,7
hospital admissions,LU,2020-09-13,2020-W37,11
hospital admissions,LU,2020-09-06,2020-W36,8
hospital admissions,LU,2020-08-30,2020-W35,10
hospital admissions,LU,2020-08-23,2020-W34,8
hospital admissions,LU,2020-08-16,2020-W33,15
hospital admissions,LU,2020-08-09,2020-W32,29
hospital admissions,LU,2020-08-02,2020-W31,31
hospital admissions,LU,2020-07-26,2020-W30,36
hospital admissions,LU,2020-07-19,2020-W29,26
hospital admissions,LU,2020-07-12,2020-W28,30
hospital admissions,LU,2020-07-05,2020-W27,17
hospital admissions,LU,2020-06-28,2020-W26,7
hospital admissions,LU,2020-06-21,2020-W25,1
hospital admissions,MT,2025-04-06,2025-W14,3
hospital admissions,MT,2025-03-30,2025-W13,3
hospital admissions,MT,2025-03-23,2025-W12,3
hospital admissions,MT,2025-03-16,2025-W11,4
hospital admissions,MT,2025-03-09,2025-W10,2
hospital admissions,MT,2025-03-02,2025-W09,1
hospital admissions,MT,2025-02-16,2025-W07,2
hospital admissions,MT,2025-02-09,2025-W06,1
hospital admissions,MT,2025-02-02,2025-W05,3
hospital admissions,MT,2025-01-26,2025-W04,3
hospital admissions,MT,2025-01-19,2025-W03,1
hospital admissions,MT,2025-01-12,2025-W02,5
hospital admissions,MT,2025-01-05,2025-W01,2
hospital admissions,MT,2024-12-29,2024-W52,1
hospital admissions,MT,2024-12-22,2024-W51,2
hospital admissions,MT,2024-12-15,2024-W50,1
hospital admissions,MT,2024-12-08,2024-W49,8
hospital admissions,MT,2024-12-01,2024-W48,3
hospital admissions,MT,2024-11-24,2024-W47,8
hospital admissions,MT,2024-11-17,2024-W46,1
hospital admissions,MT,2024-11-10,2024-W45,4
hospital admissions,MT,2024-11-03,2024-W44,6
hospital admissions,MT,2024-10-27,2024-W43,11
hospital admissions,MT,2024-10-20,2024-W42,4
hospital admissions,MT,2024-10-13,2024-W41,10
hospital admissions,MT,2024-10-06,2024-W40,6
hospital admissions,MT,2024-09-29,2024-W39,15
hospital admissions,MT,2024-09-22,2024-W38,12
hospital admissions,MT,2024-09-15,2024-W37,10
hospital admissions,MT,2024-09-08,2024-W36,25
hospital admissions,MT,2024-09-01,2024-W35,19
hospital admissions,MT,2024-08-25,2024-W34,26
hospital admissions,MT,2024-08-18,2024-W33,25
hospital admissions,MT,2024-08-11,2024-W32,28
hospital admissions,MT,2024-08-04,2024-W31,41
hospital admissions,MT,2024-07-28,2024-W30,47
hospital admissions,MT,2024-07-21,2024-W29,68
hospital admissions,MT,2024-07-14,2024-W28,72
hospital admissions,MT,2024-07-07,2024-W27,83
hospital admissions,MT,2024-06-30,2024-W26,75
hospital admissions,MT,2024-06-23,2024-W25,63
hospital admissions,MT,2024-06-16,2024-W24,42
hospital admissions,MT,2024-06-09,2024-W23,33
hospital admissions,MT,2024-06-02,2024-W22,32
hospital admissions,MT,2024-05-26,2024-W21,17
hospital admissions,MT,2024-05-19,2024-W20,18
hospital admissions,MT,2024-05-12,2024-W19,10
hospital admissions,MT,2024-05-05,2024-W18,6
hospital admissions,MT,2024-04-28,2024-W17,13
hospital admissions,MT,2024-04-21,2024-W16,7
hospital admissions,MT,2024-04-14,2024-W15,5
hospital admissions,MT,2024-04-07,2024-W14,2
hospital admissions,MT,2024-03-31,2024-W13,5
hospital admissions,MT,2024-03-24,2024-W12,3
hospital admissions,MT,2024-03-17,2024-W11,4
hospital admissions,MT,2024-03-10,2024-W10,2
hospital admissions,MT,2024-03-03,2024-W09,3
hospital admissions,MT,2024-02-25,2024-W08,5
hospital admissions,MT,2024-02-18,2024-W07,10
hospital admissions,MT,2024-02-11,2024-W06,5
hospital admissions,MT,2024-02-04,2024-W05,10
hospital admissions,MT,2024-01-28,2024-W04,9
hospital admissions,MT,2024-01-21,2024-W03,18
hospital admissions,MT,2024-01-14,2024-W02,28
hospital admissions,MT,2024-01-07,2024-W01,41
hospital admissions,MT,2023-12-31,2023-W52,51
hospital admissions,MT,2023-12-24,2023-W51,40
hospital admissions,MT,2023-12-17,2023-W50,24
hospital admissions,MT,2023-12-10,2023-W49,14
hospital admissions,MT,2023-12-03,2023-W48,12
hospital admissions,MT,2023-11-26,2023-W47,14
hospital admissions,MT,2023-11-19,2023-W46,4
hospital admissions,MT,2023-11-12,2023-W45,8
hospital admissions,MT,2023-11-05,2023-W44,11
hospital admissions,MT,2023-10-29,2023-W43,12
hospital admissions,MT,2023-10-22,2023-W42,12
hospital admissions,MT,2023-10-15,2023-W41,18
hospital admissions,MT,2023-10-08,2023-W40,13
hospital admissions,MT,2023-10-01,2023-W39,18
hospital admissions,MT,2023-09-24,2023-W38,22
hospital admissions,MT,2023-09-17,2023-W37,13
hospital admissions,MT,2023-09-10,2023-W36,25
hospital admissions,MT,2023-09-03,2023-W35,27
hospital admissions,MT,2023-08-27,2023-W34,35
hospital admissions,MT,2023-08-20,2023-W33,42
hospital admissions,MT,2023-08-13,2023-W32,25
hospital admissions,MT,2023-08-06,2023-W31,47
hospital admissions,MT,2023-07-30,2023-W30,56
hospital admissions,MT,2023-07-23,2023-W29,40
hospital admissions,MT,2023-07-16,2023-W28,27
hospital admissions,MT,2023-07-09,2023-W27,18
hospital admissions,MT,2023-07-02,2023-W26,22
hospital admissions,MT,2023-06-25,2023-W25,28
hospital admissions,MT,2023-06-18,2023-W24,26
hospital admissions,MT,2023-06-11,2023-W23,21
hospital admissions,MT,2023-06-04,2023-W22,33
hospital admissions,MT,2023-05-28,2023-W21,23
hospital admissions,MT,2023-05-21,2023-W20,17
hospital admissions,MT,2023-05-14,2023-W19,15
hospital admissions,MT,2023-05-07,2023-W18,19
hospital admissions,MT,2023-04-30,2023-W17,17
hospital admissions,MT,2023-04-23,2023-W16,26
hospital admissions,MT,2023-04-16,2023-W15,26
hospital admissions,MT,2023-04-09,2023-W14,18
hospital admissions,MT,2023-04-02,2023-W13,28
hospital admissions,MT,2023-03-26,2023-W12,30
hospital admissions,MT,2023-03-19,2023-W11,28
hospital admissions,MT,2023-03-12,2023-W10,25
hospital admissions,MT,2023-03-05,2023-W09,30
hospital admissions,MT,2023-02-26,2023-W08,32
hospital admissions,MT,2023-02-19,2023-W07,35
hospital admissions,MT,2023-02-12,2023-W06,27
hospital admissions,MT,2023-02-05,2023-W05,13
hospital admissions,MT,2023-01-29,2023-W04,15
hospital admissions,MT,2023-01-22,2023-W03,20
hospital admissions,MT,2023-01-15,2023-W02,37
hospital admissions,MT,2023-01-08,2023-W01,12
hospital admissions,MT,2023-01-01,2022-W52,37
hospital admissions,MT,2022-12-25,2022-W51,17
hospital admissions,MT,2022-12-18,2022-W50,22
hospital admissions,MT,2022-12-11,2022-W49,14
hospital admissions,MT,2022-12-04,2022-W48,13
hospital admissions,MT,2022-11-27,2022-W47,12
hospital admissions,MT,2022-11-20,2022-W46,9
hospital admissions,MT,2022-11-13,2022-W45,22
hospital admissions,MT,2022-11-06,2022-W44,17
hospital admissions,MT,2022-10-30,2022-W43,13
hospital admissions,MT,2022-10-23,2022-W42,16
hospital admissions,MT,2022-10-16,2022-W41,14
hospital admissions,MT,2022-10-09,2022-W40,16
hospital admissions,MT,2022-10-02,2022-W39,10
hospital admissions,MT,2022-09-25,2022-W38,1
hospital admissions,MT,2022-09-18,2022-W37,1
hospital admissions,MT,2022-09-11,2022-W36,1
hospital admissions,MT,2022-09-04,2022-W35,2
hospital admissions,MT,2022-08-28,2022-W34,1
hospital admissions,MT,2022-08-21,2022-W33,2
hospital admissions,MT,2022-08-14,2022-W32,2
hospital admissions,MT,2022-08-07,2022-W31,1
hospital admissions,MT,2022-07-31,2022-W30,21
hospital admissions,MT,2022-07-24,2022-W29,1
hospital admissions,MT,2022-07-17,2022-W28,1
hospital admissions,MT,2022-07-10,2022-W27,2
hospital admissions,MT,2022-07-03,2022-W26,1
hospital admissions,MT,2022-06-26,2022-W25,88
hospital admissions,MT,2022-06-19,2022-W24,73
hospital admissions,MT,2022-06-12,2022-W23,36
hospital admissions,MT,2022-06-05,2022-W22,12
hospital admissions,MT,2022-05-29,2022-W21,15
hospital admissions,MT,2022-05-22,2022-W20,21
hospital admissions,MT,2022-05-15,2022-W19,23
hospital admissions,MT,2022-05-08,2022-W18,36
hospital admissions,MT,2022-05-01,2022-W17,60
hospital admissions,MT,2022-04-24,2022-W16,1
hospital admissions,MT,2022-04-17,2022-W15,48
hospital admissions,MT,2022-04-10,2022-W14,124
hospital admissions,MT,2022-04-03,2022-W13,2
hospital admissions,MT,2022-03-27,2022-W12,1
hospital admissions,MT,2022-03-20,2022-W11,55
hospital admissions,MT,2022-03-13,2022-W10,53
hospital admissions,MT,2022-03-06,2022-W09,4
hospital admissions,MT,2022-02-27,2022-W08,24
hospital admissions,MT,2022-02-20,2022-W07,30
hospital admissions,MT,2022-02-13,2022-W06,27
hospital admissions,MT,2022-02-06,2022-W05,1
hospital admissions,MT,2022-01-30,2022-W04,41
hospital admissions,MT,2022-01-23,2022-W03,45
hospital admissions,MT,2022-01-16,2022-W02,48
hospital admissions,MT,2022-01-09,2022-W01,68
hospital admissions,MT,2022-01-02,2021-W52,70
hospital admissions,MT,2021-12-26,2021-W51,1
hospital admissions,MT,2021-12-19,2021-W50,15
hospital admissions,MT,2021-12-12,2021-W49,10
hospital admissions,MT,2021-12-05,2021-W48,1
hospital admissions,MT,2021-11-28,2021-W47,8
hospital admissions,MT,2021-11-21,2021-W46,6
hospital admissions,MT,2021-11-14,2021-W45,4
hospital admissions,MT,2021-11-07,2021-W44,1
hospital admissions,MT,2021-10-31,2021-W43,4
hospital admissions,MT,2021-10-24,2021-W42,7
hospital admissions,MT,2021-10-17,2021-W41,0
hospital admissions,MT,2021-10-10,2021-W40,3
hospital admissions,MT,2021-10-03,2021-W39,3
hospital admissions,MT,2021-09-26,2021-W38,6
hospital admissions,MT,2021-09-19,2021-W37,7
hospital admissions,MT,2021-09-12,2021-W36,6
hospital admissions,MT,2021-09-05,2021-W35,13
hospital admissions,MT,2021-08-29,2021-W34,1
hospital admissions,MT,2021-08-22,2021-W33,18
hospital admissions,MT,2021-08-15,2021-W32,25
hospital admissions,MT,2021-08-08,2021-W31,26
hospital admissions,MT,2021-08-01,2021-W30,17
hospital admissions,MT,2021-07-25,2021-W29,12
hospital admissions,MT,2021-07-18,2021-W28,17
hospital admissions,MT,2021-07-11,2021-W27,10
hospital admissions,MT,2021-07-04,2021-W26,5
hospital admissions,MT,2021-06-27,2021-W25,0
hospital admissions,MT,2021-06-20,2021-W24,0
hospital admissions,MT,2021-06-13,2021-W23,0
hospital admissions,MT,2021-06-06,2021-W22,1
hospital admissions,MT,2021-05-30,2021-W21,2
hospital admissions,MT,2021-05-23,2021-W20,2
hospital admissions,MT,2021-05-16,2021-W19,4
hospital admissions,MT,2021-05-09,2021-W18,7
hospital admissions,MT,2021-05-02,2021-W17,22
hospital admissions,MT,2021-04-25,2021-W16,13
hospital admissions,MT,2021-04-18,2021-W15,30
hospital admissions,MT,2021-04-11,2021-W14,30
hospital admissions,MT,2021-04-04,2021-W13,32
hospital admissions,MT,2021-03-28,2021-W12,20
hospital admissions,MT,2021-03-21,2021-W11,41
hospital admissions,MT,2021-03-14,2021-W10,67
hospital admissions,MT,2021-03-07,2021-W09,68
hospital admissions,MT,2021-02-28,2021-W08,22
hospital admissions,MT,2021-02-21,2021-W07,40
hospital admissions,MT,2021-02-14,2021-W06,42
hospital admissions,MT,2021-02-07,2021-W05,28
hospital admissions,MT,2021-01-31,2021-W04,26
hospital admissions,MT,2021-01-24,2021-W03,21
hospital admissions,MT,2021-01-17,2021-W02,48
hospital admissions,MT,2021-01-10,2021-W01,39
hospital admissions,MT,2021-01-03,2020-W53,29
hospital admissions,MT,2020-12-27,2020-W52,26
hospital admissions,MT,2020-12-20,2020-W51,34
hospital admissions,MT,2020-12-13,2020-W50,42
hospital admissions,MT,2020-12-06,2020-W49,89
hospital admissions,MT,2020-11-29,2020-W48,87
hospital admissions,MT,2020-11-22,2020-W47,104
hospital admissions,MT,2020-11-15,2020-W46,103
hospital admissions,MT,2020-11-08,2020-W45,75
hospital admissions,MT,2020-11-01,2020-W44,74
hospital admissions,MT,2020-10-25,2020-W43,40
hospital admissions,MT,2020-10-18,2020-W42,46
hospital admissions,MT,2020-10-11,2020-W41,31
hospital admissions,MT,2020-10-04,2020-W40,21
hospital admissions,MT,2020-09-27,2020-W39,16
hospital admissions,MT,2020-09-20,2020-W38,35
hospital admissions,MT,2020-09-13,2020-W37,21
hospital admissions,MT,2020-09-06,2020-W36,9
hospital admissions,MT,2020-08-30,2020-W35,4
hospital admissions,MT,2020-08-23,2020-W34,14
hospital admissions,MT,2020-08-16,2020-W33,12
hospital admissions,MT,2020-08-09,2020-W32,8
hospital admissions,MT,2020-08-02,2020-W31,5
hospital admissions,MT,2020-07-26,2020-W30,0
hospital admissions,MT,2020-07-19,2020-W29,1
hospital admissions,MT,2020-07-12,2020-W28,0
hospital admissions,MT,2020-07-05,2020-W27,0
hospital admissions,MT,2020-06-28,2020-W26,1
hospital admissions,MT,2020-06-21,2020-W25,1
hospital admissions,NL,2024-06-02,2024-W22,86
hospital admissions,NL,2024-05-26,2024-W21,71
hospital admissions,NL,2024-05-19,2024-W20,64
hospital admissions,NL,2024-05-12,2024-W19,63
hospital admissions,NL,2024-05-05,2024-W18,76
hospital admissions,NL,2024-04-28,2024-W17,64
hospital admissions,NL,2024-04-21,2024-W16,84
hospital admissions,NL,2024-04-14,2024-W15,77
hospital admissions,NL,2024-04-07,2024-W14,63
hospital admissions,NL,2024-03-31,2024-W13,93
hospital admissions,NL,2024-03-24,2024-W12,71
hospital admissions,NL,2024-03-17,2024-W11,93
hospital admissions,NL,2024-03-10,2024-W10,101
hospital admissions,NL,2024-03-03,2024-W09,122
hospital admissions,NL,2024-02-25,2024-W08,139
hospital admissions,NL,2024-02-18,2024-W07,166
hospital admissions,NL,2024-02-11,2024-W06,210
hospital admissions,NL,2024-02-04,2024-W05,258
hospital admissions,NL,2024-01-28,2024-W04,260
hospital admissions,NL,2024-01-21,2024-W03,303
hospital admissions,NL,2024-01-14,2024-W02,355
hospital admissions,NL,2024-01-07,2024-W01,442
hospital admissions,NL,2023-12-31,2023-W52,422
hospital admissions,NL,2023-12-24,2023-W51,809
hospital admissions,NL,2023-12-17,2023-W50,801
hospital admissions,NL,2023-12-10,2023-W49,693
hospital admissions,NL,2023-12-03,2023-W48,512
hospital admissions,NL,2023-11-26,2023-W47,522
hospital admissions,NL,2023-11-19,2023-W46,469
hospital admissions,NL,2023-11-12,2023-W45,526
hospital admissions,NL,2023-11-05,2023-W44,491
hospital admissions,NL,2023-10-29,2023-W43,479
hospital admissions,NL,2023-10-22,2023-W42,357
hospital admissions,NL,2023-10-15,2023-W41,326
hospital admissions,NL,2023-10-08,2023-W40,287
hospital admissions,NL,2023-10-01,2023-W39,245
hospital admissions,NL,2023-09-24,2023-W38,260
hospital admissions,NL,2023-09-17,2023-W37,235
hospital admissions,NL,2023-09-10,2023-W36,202
hospital admissions,NL,2023-09-03,2023-W35,102
hospital admissions,NL,2023-08-27,2023-W34,78
hospital admissions,NL,2023-08-20,2023-W33,56
hospital admissions,NL,2023-08-13,2023-W32,57
hospital admissions,NL,2023-08-06,2023-W31,55
hospital admissions,NL,2023-07-30,2023-W30,38
hospital admissions,NL,2023-07-23,2023-W29,38
hospital admissions,NL,2023-07-16,2023-W28,39
hospital admissions,NL,2023-07-09,2023-W27,38
hospital admissions,NL,2023-07-02,2023-W26,29
hospital admissions,NL,2023-06-25,2023-W25,32
hospital admissions,NL,2023-06-18,2023-W24,54
hospital admissions,NL,2023-06-11,2023-W23,60
