target,location,truth_date,year_week,value,data_source
hospital admissions,LT,2023-04-09,2023-W14,621,ERVISS
hospital admissions,LT,2023-04-02,2023-W13,716,ERVISS
hospital admissions,LT,2023-03-26,2023-W12,847,ERVISS
hospital admissions,LT,2023-03-19,2023-W11,880,ERVISS
hospital admissions,LT,2023-03-12,2023-W10,871,ERVISS
hospital admissions,LT,2023-03-05,2023-W09,867,ERVISS
hospital admissions,LT,2023-02-26,2023-W08,660,ERVISS
hospital admissions,LT,2023-02-19,2023-W07,826,ERVISS
hospital admissions,LT,2023-02-12,2023-W06,856,ERVISS
hospital admissions,LT,2023-02-05,2023-W05,760,ERVISS
hospital admissions,LT,2023-01-29,2023-W04,726,ERVISS
hospital admissions,LT,2023-01-22,2023-W03,912,ERVISS
hospital admissions,LT,2023-01-15,2023-W02,4321,ERVISS
hospital admissions,LT,2023-01-08,2023-W01,3986,ERVISS
hospital admissions,LT,2023-01-01,2022-W52,3668,ERVISS
hospital admissions,LT,2022-12-25,2022-W51,900,ERVISS
hospital admissions,LT,2022-12-18,2022-W50,572,ERVISS
hospital admissions,LT,2022-12-11,2022-W49,613,ERVISS
hospital admissions,LT,2022-12-04,2022-W48,2154,ERVISS
hospital admissions,LT,2022-11-27,2022-W47,2679,ERVISS
hospital admissions,LT,2022-11-20,2022-W46,4389,ERVISS
hospital admissions,LT,2022-11-13,2022-W45,4058,ERVISS
hospital admissions,LT,2022-11-06,2022-W44,3898,ERVISS
hospital admissions,LT,2022-10-30,2022-W43,4178,ERVISS
hospital admissions,LT,2022-10-23,2022-W42,4239,ERVISS
hospital admissions,LT,2022-10-16,2022-W41,4174,ERVISS
hospital admissions,LT,2022-10-09,2022-W40,3878,ERVISS
hospital admissions,LT,2022-10-02,2022-W39,4934,ERVISS
hospital admissions,LT,2022-09-25,2022-W38,6115,ERVISS
hospital admissions,LT,2022-09-18,2022-W37,6385,ERVISS
hospital admissions,LT,2022-09-11,2022-W36,4111,ERVISS
hospital admissions,LT,2022-09-04,2022-W35,3724,ERVISS
hospital admissions,LT,2022-08-28,2022-W34,4770,ERVISS
hospital admissions,LT,2022-08-21,2022-W33,5531,ERVISS
hospital admissions,LT,2022-08-14,2022-W32,7633,ERVISS
hospital admissions,LT,2022-08-07,2022-W31,7419,ERVISS
hospital admissions,LT,2022-07-31,2022-W30,6665,ERVISS
hospital admissions,LT,2022-07-24,2022-W29,5545,ERVISS
hospital admissions,LT,2022-07-17,2022-W28,4004,ERVISS
hospital admissions,LT,2022-07-10,2022-W27,2458,ERVISS
hospital admissions,LT,2022-07-03,2022-W26,2209,ERVISS
hospital admissions,LT,2022-06-26,2022-W25,1378,ERVISS
hospital admissions,LT,2022-06-19,2022-W24,1051,ERVISS
hospital admissions,LT,2022-06-12,2022-W23,916,ERVISS
hospital admissions,LT,2022-06-05,2022-W22,740,ERVISS
hospital admissions,LT,2022-05-29,2022-W21,787,ERVISS
hospital admissions,LT,2022-05-22,2022-W20,848,ERVISS
hospital admissions,LT,2022-05-15,2022-W19,990,ERVISS
hospital admissions,LT,2022-05-08,2022-W18,921,ERVISS
hospital admissions,LT,2022-05-01,2022-W17,1316,ERVISS
hospital admissions,LT,2022-04-24,2022-W16,6018,ERVISS
hospital admissions,LT,2022-04-17,2022-W15,3236,ERVISS
hospital admissions,LT,2022-04-10,2022-W14,4307,ERVISS
hospital admissions,LT,2022-04-03,2022-W13,7262,ERVISS
hospital admissions,LT,2022-03-27,2022-W12,10735,ERVISS
hospital admissions,LT,2022-03-20,2022-W11,17765,ERVISS
hospital admissions,LT,2022-03-13,2022-W10,10537,ERVISS
hospital admissions,LT,2022-03-06,2022-W09,14175,ERVISS
hospital admissions,LT,2022-02-27,2022-W08,16884,ERVISS
hospital admissions,LT,2022-02-20,2022-W07,19404,ERVISS
hospital admissions,LT,2022-02-13,2022-W06,53255,ERVISS
hospital admissions,LT,2022-02-06,2022-W05,79068,ERVISS
hospital admissions,LT,2022-01-30,2022-W04,23120,ERVISS
hospital admissions,LT,2022-01-23,2022-W03,8016,ERVISS
hospital admissions,LT,2022-01-16,2022-W02,7679,ERVISS
hospital admissions,LT,2022-01-09,2022-W01,4396,ERVISS
hospital admissions,LT,2022-01-02,2021-W52,1755,ERVISS
hospital admissions,LT,2021-12-26,2021-W51,1015,ERVISS
hospital admissions,LT,2021-12-19,2021-W50,1064,ERVISS
hospital admissions,LT,2021-12-12,2021-W49,1049,ERVISS
hospital admissions,LT,2021-12-05,2021-W48,1299,ERVISS
hospital admissions,LT,2021-11-28,2021-W47,1806,ERVISS
hospital admissions,LT,2021-11-21,2021-W46,1940,ERVISS
hospital admissions,LT,2021-11-14,2021-W45,3614,ERVISS
hospital admissions,LT,2021-11-07,2021-W44,4828,ERVISS
hospital admissions,LT,2021-10-31,2021-W43,2930,ERVISS
hospital admissions,LT,2021-10-24,2021-W42,2763,ERVISS
hospital admissions,LT,2021-10-17,2021-W41,1999,ERVISS
hospital admissions,LT,2021-10-10,2021-W40,1335,ERVISS
hospital admissions,LT,2021-10-03,2021-W39,978,ERVISS
hospital admissions,LT,2021-09-26,2021-W38,909,ERVISS
hospital admissions,LT,2021-09-19,2021-W37,684,ERVISS
hospital admissions,LT,2021-09-12,2021-W36,609,ERVISS
hospital admissions,LT,2021-09-05,2021-W35,420,ERVISS
hospital admissions,LT,2021-08-29,2021-W34,336,ERVISS
hospital admissions,LT,2021-08-22,2021-W33,294,ERVISS
hospital admissions,LT,2021-08-15,2021-W32,229,ERVISS
hospital admissions,LT,2021-08-08,2021-W31,206,ERVISS
hospital admissions,LT,2021-08-01,2021-W30,165,ERVISS
hospital admissions,LT,2021-07-25,2021-W29,79,ERVISS
hospital admissions,LT,2021-07-18,2021-W28,36,ERVISS
hospital admissions,LT,2021-07-11,2021-W27,30,ERVISS
hospital admissions,LT,2021-07-04,2021-W26,36,ERVISS
hospital admissions,LT,2021-06-27,2021-W25,49,ERVISS
hospital admissions,LT,2021-06-20,2021-W24,75,ERVISS
hospital admissions,LT,2021-06-13,2021-W23,118,ERVISS
hospital admissions,LT,2021-06-06,2021-W22,235,ERVISS
hospital admissions,LT,2021-05-30,2021-W21,239,ERVISS
hospital admissions,LT,2021-05-23,2021-W20,338,ERVISS
hospital admissions,LT,2021-05-16,2021-W19,404,ERVISS
hospital admissions,LT,2021-05-09,2021-W18,468,ERVISS
hospital admissions,LT,2021-05-02,2021-W17,309,ERVISS
hospital admissions,LT,2021-04-25,2021-W16,404,ERVISS
hospital admissions,LT,2021-04-18,2021-W15,423,ERVISS
hospital admissions,LT,2021-04-11,2021-W14,361,ERVISS
hospital admissions,LT,2021-04-04,2021-W13,314,ERVISS
hospital admissions,LT,2021-03-28,2021-W12,311,ERVISS
hospital admissions,LT,2021-03-21,2021-W11,319,ERVISS
hospital admissions,LT,2021-03-14,2021-W10,326,ERVISS
hospital admissions,LT,2021-03-07,2021-W09,315,ERVISS
hospital admissions,LT,2021-02-28,2021-W08,357,ERVISS
hospital admissions,LT,2021-02-21,2021-W07,386,ERVISS
hospital admissions,LT,2021-02-14,2021-W06,427,ERVISS
hospital admissions,LT,2021-02-07,2021-W05,424,ERVISS
hospital admissions,LT,2021-01-31,2021-W04,638,ERVISS
hospital admissions,LT,2021-01-24,2021-W03,713,ERVISS
hospital admissions,LT,2021-01-17,2021-W02,574,ERVISS
hospital admissions,LT,2021-01-10,2021-W01,794,ERVISS
hospital admissions,LT,2021-01-03,2020-W53,1114,ERVISS
hospital admissions,LT,2020-12-27,2020-W52,1184,ERVISS
hospital admissions,LT,2020-12-20,2020-W51,1267,ERVISS
hospital admissions,LT,2020-12-13,2020-W50,1563,ERVISS
hospital admissions,LT,2020-12-06,2020-W49,1401,ERVISS
hospital admissions,LT,2020-11-29,2020-W48,1082,ERVISS
hospital admissions,LT,2020-11-22,2020-W47,1134,ERVISS
hospital admissions,LT,2020-11-15,2020-W46,880,ERVISS
hospital admissions,LT,2020-11-08,2020-W45,578,ERVISS
hospital admissions,LT,2020-11-01,2020-W44,257,ERVISS
hospital admissions,LT,2020-10-25,2020-W43,208,ERVISS
hospital admissions,LT,2020-10-18,2020-W42,123,ERVISS
hospital admissions,LT,2020-10-11,2020-W41,63,ERVISS
hospital admissions,LT,2020-10-04,2020-W40,56,ERVISS
hospital admissions,LT,2020-09-27,2020-W39,63,ERVISS
hospital admissions,LT,2020-09-20,2020-W38,58,ERVISS
hospital admissions,LT,2020-09-13,2020-W37,17,ERVISS
hospital admissions,LT,2020-09-06,2020-W36,12,ERVISS
hospital admissions,LT,2020-08-30,2020-W35,23,ERVISS
hospital admissions,LT,2020-08-23,2020-W34,23,ERVISS
hospital admissions,LT,2020-08-16,2020-W33,14,ERVISS
hospital admissions,LT,2020-08-09,2020-W32,25,ERVISS
hospital admissions,LT,2020-08-02,2020-W31,12,ERVISS
hospital admissions,LT,2020-07-26,2020-W30,20,ERVISS
hospital admissions,LT,2020-07-19,2020-W29,29,ERVISS
hospital admissions,LT,2020-07-12,2020-W28,6,ERVISS
hospital admissions,LT,2020-07-05,2020-W27,4,ERVISS
hospital admissions,LT,2020-06-28,2020-W26,2,ERVISS
hospital admissions,LT,2020-06-21,2020-W25,2,ERVISS
hospital admissions,LU,2023-04-16,2023-W15,1,ERVISS
hospital admissions,LU,2023-04-02,2023-W13,11,ERVISS
hospital admissions,LU,2023-03-26,2023-W12,19,ERVISS
hospital admissions,LU,2023-03-19,2023-W11,15,ERVISS
hospital admissions,LU,2023-03-12,2023-W10,12,ERVISS
hospital admissions,LU,2023-03-05,2023-W09,24,ERVISS
hospital admissions,LU,2023-02-26,2023-W08,21,ERVISS
hospital admissions,LU,2023-02-19,2023-W07,13,ERVISS
hospital admissions,LU,2023-02-12,2023-W06,12,ERVISS
hospital admissions,LU,2023-02-05,2023-W05,17,ERVISS
hospital admissions,LU,2023-01-29,2023-W04,6,ERVISS
hospital admissions,LU,2023-01-22,2023-W03,11,ERVISS
hospital admissions,LU,2023-01-15,2023-W02,13,ERVISS
hospital admissions,LU,2023-01-08,2023-W01,22,ERVISS
hospital admissions,LU,2023-01-01,2022-W52,17,ERVISS
hospital admissions,LU,2022-12-25,2022-W51,28,ERVISS
hospital admissions,LU,2022-12-18,2022-W50,46,ERVISS
hospital admissions,LU,2022-12-11,2022-W49,24,ERVISS
hospital admissions,LU,2022-12-04,2022-W48,20,ERVISS
hospital admissions,LU,2022-11-27,2022-W47,20,ERVISS
hospital admissions,LU,2022-11-20,2022-W46,23,ERVISS
hospital admissions,LU,2022-11-13,2022-W45,24,ERVISS
hospital admissions,LU,2022-11-06,2022-W44,11,ERVISS
hospital admissions,LU,2022-10-30,2022-W43,26,ERVISS
hospital admissions,LU,2022-10-23,2022-W42,34,ERVISS
hospital admissions,LU,2022-10-16,2022-W41,27,ERVISS
hospital admissions,LU,2022-10-09,2022-W40,28,ERVISS
hospital admissions,LU,2022-10-02,2022-W39,26,ERVISS
hospital admissions,LU,2022-09-25,2022-W38,14,ERVISS
hospital admissions,LU,2022-09-18,2022-W37,13,ERVISS
hospital admissions,LU,2022-09-11,2022-W36,5,ERVISS
hospital admissions,LU,2022-09-04,2022-W35,15,ERVISS
hospital admissions,LU,2022-08-28,2022-W34,8,ERVISS
hospital admissions,LU,2022-08-21,2022-W33,16,ERVISS
hospital admissions,LU,2022-08-14,2022-W32,14,ERVISS
hospital admissions,LU,2022-08-07,2022-W31,15,ERVISS
hospital admissions,LU,2022-07-31,2022-W30,20,ERVISS
hospital admissions,LU,2022-07-24,2022-W29,24,ERVISS
hospital admissions,LU,2022-07-17,2022-W28,31,ERVISS
hospital admissions,LU,2022-07-10,2022-W27,33,ERVISS
hospital admissions,LU,2022-07-03,2022-W26,22,ERVISS
hospital admissions,LU,2022-06-26,2022-W25,12,ERVISS
hospital admissions,LU,2022-06-19,2022-W24,24,ERVISS
hospital admissions,LU,2022-06-12,2022-W23,15,ERVISS
hospital admissions,LU,2022-06-05,2022-W22,3,ERVISS
hospital admissions,LU,2022-05-29,2022-W21,10,ERVISS
hospital admissions,LU,2022-05-22,2022-W20,14,ERVISS
hospital admissions,LU,2022-05-15,2022-W19,15,ERVISS
hospital admissions,LU,2022-05-08,2022-W18,21,ERVISS
hospital admissions,LU,2022-05-01,2022-W17,13,ERVISS
hospital admissions,LU,2022-04-24,2022-W16,24,ERVISS
hospital admissions,LU,2022-04-17,2022-W15,28,ERVISS
hospital admissions,LU,2022-04-10,2022-W14,29,ERVISS
hospital admissions,LU,2022-04-03,2022-W13,29,ERVISS
hospital admissions,LU,2022-03-27,2022-W12,27,ERVISS
hospital admissions,LU,2022-03-20,2022-W11,32,ERVISS
hospital admissions,LU,2022-03-13,2022-W10,28,ERVISS
hospital admissions,LU,2022-03-06,2022-W09,25,ERVISS
hospital admissions,LU,2022-02-27,2022-W08,22,ERVISS
hospital admissions,LU,2022-02-20,2022-W07,31,ERVISS
hospital admissions,LU,2022-02-13,2022-W06,49,ERVISS
hospital admissions,LU,2022-02-06,2022-W05,58,ERVISS
hospital admissions,LU,2022-01-30,2022-W04,56,ERVISS
hospital admissions,LU,2022-01-23,2022-W03,57,ERVISS
hospital admissions,LU,2022-01-16,2022-W02,54,ERVISS
hospital admissions,LU,2022-01-09,2022-W01,56,ERVISS
hospital admissions,LU,2022-01-02,2021-W52,52,ERVISS
hospital admissions,LU,2021-12-26,2021-W51,40,ERVISS
hospital admissions,LU,2021-12-19,2021-W50,58,ERVISS
hospital admissions,LU,2021-12-12,2021-W49,54,ERVISS
hospital admissions,LU,2021-12-05,2021-W48,58,ERVISS
hospital admissions,LU,2021-11-28,2021-W47,43,ERVISS
hospital admissions,LU,2021-11-21,2021-W46,39,ERVISS
hospital admissions,LU,2021-11-14,2021-W45,24,ERVISS
hospital admissions,LU,2021-11-07,2021-W44,31,ERVISS
hospital admissions,LU,2021-10-31,2021-W43,24,ERVISS
hospital admissions,LU,2021-10-24,2021-W42,20,ERVISS
hospital admissions,LU,2021-10-17,2021-W41,10,ERVISS
hospital admissions,LU,2021-10-10,2021-W40,12,ERVISS
hospital admissions,LU,2021-10-03,2021-W39,16,ERVISS
hospital admissions,LU,2021-09-26,2021-W38,12,ERVISS
hospital admissions,LU,2021-09-19,2021-W37,14,ERVISS
hospital admissions,LU,2021-09-12,2021-W36,25,ERVISS
hospital admissions,LU,2021-09-05,2021-W35,25,ERVISS
hospital admissions,LU,2021-08-29,2021-W34,32,ERVISS
hospital admissions,LU,2021-08-22,2021-W33,18,ERVISS
hospital admissions,LU,2021-08-15,2021-W32,12,ERVISS
hospital admissions,LU,2021-08-08,2021-W31,13,ERVISS
hospital admissions,LU,2021-08-01,2021-W30,23,ERVISS
hospital admissions,LU,2021-07-25,2021-W29,25,ERVISS
hospital admissions,LU,2021-07-18,2021-W28,18,ERVISS
hospital admissions,LU,2021-07-11,2021-W27,10,ERVISS
hospital admissions,LU,2021-07-04,2021-W26,3,ERVISS
hospital admissions,LU,2021-06-27,2021-W25,5,ERVISS
hospital admissions,LU,2021-06-20,2021-W24,3,ERVISS
hospital admissions,LU,2021-06-13,2021-W23,10,ERVISS
hospital admissions,LU,2021-06-06,2021-W22,12,ERVISS
hospital admissions,LU,2021-05-30,2021-W21,18,ERVISS
hospital admissions,LU,2021-05-23,2021-W20,16,ERVISS
hospital admissions,LU,2021-05-16,2021-W19,50,ERVISS
hospital admissions,LU,2021-05-09,2021-W18,59,ERVISS
hospital admissions,LU,2021-05-02,2021-W17,60,ERVISS
hospital admissions,LU,2021-04-25,2021-W16,81,ERVISS
hospital admissions,LU,2021-04-18,2021-W15,81,ERVISS
hospital admissions,LU,2021-04-11,2021-W14,109,ERVISS
hospital admissions,LU,2021-04-04,2021-W13,106,ERVISS
hospital admissions,LU,2021-03-28,2021-W12,91,ERVISS
hospital admissions,LU,2021-03-21,2021-W11,85,ERVISS
hospital admissions,LU,2021-03-14,2021-W10,84,ERVISS
hospital admissions,LU,2021-03-07,2021-W09,100,ERVISS
hospital admissions,LU,2021-02-28,2021-W08,76,ERVISS
hospital admissions,LU,2021-02-21,2021-W07,71,ERVISS
hospital admissions,LU,2021-02-14,2021-W06,51,ERVISS
hospital admissions,LU,2021-02-07,2021-W05,53,ERVISS
hospital admissions,LU,2021-01-31,2021-W04,48,ERVISS
hospital admissions,LU,2021-01-24,2021-W03,48,ERVISS
hospital admissions,LU,2021-01-17,2021-W02,50,ERVISS
hospital admissions,LU,2021-01-10,2021-W01,56,ERVISS
hospital admissions,LU,2021-01-03,2020-W53,27,ERVISS
hospital admissions,LU,2020-12-27,2020-W52,80,ERVISS
hospital admissions,LU,2020-12-20,2020-W51,104,ERVISS
hospital admissions,LU,2020-12-13,2020-W50,156,ERVISS
hospital admissions,LU,2020-12-06,2020-W49,124,ERVISS
hospital admissions,LU,2020-11-29,2020-W48,121,ERVISS
hospital admissions,LU,2020-11-22,2020-W47,125,ERVISS
hospital admissions,LU,2020-11-15,2020-W46,142,ERVISS
hospital admissions,LU,2020-11-08,2020-W45,123,ERVISS
hospital admissions,LU,2020-11-01,2020-W44,180,ERVISS
hospital admissions,LU,2020-10-25,2020-W43,132,ERVISS
hospital admissions,LU,2020-10-18,2020-W42,55,ERVISS
hospital admissions,LU,2020-10-11,2020-W41,32,ERVISS
hospital admissions,LU,2020-10-04,2020-W40,27,ERVISS
hospital admissions,LU,2020-09-27,2020-W39,19,ERVISS
hospital admissions,LU,2020-09-20,2020-W38,7,ERVISS
hospital admissions,LU,2020-09-13,2020-W37,11,ERVISS
hospital admissions,LU,2020-09-06,2020-W36,8,ERVISS
hospital admissions,LU,2020-08-30,2020-W35,10,ERVISS
hospital admissions,LU,2020-08-23,2020-W34,8,ERVISS
hospital admissions,LU,2020-08-16,2020-W33,15,ERVISS
hospital admissions,LU,2020-08-09,2020-W32,29,ERVISS
hospital admissions,LU,2020-08-02,2020-W31,31,ERVISS
hospital admissions,LU,2020-07-26,2020-W30,36,ERVISS
hospital admissions,LU,2020-07-19,2020-W29,26,ERVISS
hospital admissions,LU,2020-07-12,2020-W28,30,ERVISS
hospital admissions,LU,2020-07-05,2020-W27,17,ERVISS
hospital admissions,LU,2020-06-28,2020-W26,7,ERVISS
hospital admissions,LU,2020-06-21,2020-W25,1,ERVISS
hospital admissions,MT,2025-03-30,2025-W13,2,ERVISS
hospital admissions,MT,2025-03-23,2025-W12,3,ERVISS
hospital admissions,MT,2025-03-16,2025-W11,4,ERVISS
hospital admissions,MT,2025-03-09,2025-W10,2,ERVISS
hospital admissions,MT,2025-03-02,2025-W09,1,ERVISS
hospital admissions,MT,2025-02-16,2025-W07,2,ERVISS
hospital admissions,MT,2025-02-09,2025-W06,1,ERVISS
hospital admissions,MT,2025-02-02,2025-W05,3,ERVISS
hospital admissions,MT,2025-01-26,2025-W04,3,ERVISS
hospital admissions,MT,2025-01-19,2025-W03,1,ERVISS
hospital admissions,MT,2025-01-12,2025-W02,5,ERVISS
hospital admissions,MT,2025-01-05,2025-W01,2,ERVISS
hospital admissions,MT,2024-12-29,2024-W52,1,ERVISS
hospital admissions,MT,2024-12-22,2024-W51,2,ERVISS
hospital admissions,MT,2024-12-15,2024-W50,1,ERVISS
hospital admissions,MT,2024-12-08,2024-W49,8,ERVISS
hospital admissions,MT,2024-12-01,2024-W48,3,ERVISS
hospital admissions,MT,2024-11-24,2024-W47,8,ERVISS
hospital admissions,MT,2024-11-17,2024-W46,1,ERVISS
hospital admissions,MT,2024-11-10,2024-W45,4,ERVISS
hospital admissions,MT,2024-11-03,2024-W44,6,ERVISS
hospital admissions,MT,2024-10-27,2024-W43,11,ERVISS
hospital admissions,MT,2024-10-20,2024-W42,4,ERVISS
hospital admissions,MT,2024-10-13,2024-W41,10,ERVISS
hospital admissions,MT,2024-10-06,2024-W40,6,ERVISS
hospital admissions,MT,2024-09-29,2024-W39,15,ERVISS
hospital admissions,MT,2024-09-22,2024-W38,12,ERVISS
hospital admissions,MT,2024-09-15,2024-W37,10,ERVISS
hospital admissions,MT,2024-09-08,2024-W36,25,ERVISS
hospital admissions,MT,2024-09-01,2024-W35,19,ERVISS
hospital admissions,MT,2024-08-25,2024-W34,26,ERVISS
hospital admissions,MT,2024-08-18,2024-W33,25,ERVISS
hospital admissions,MT,2024-08-11,2024-W32,28,ERVISS
hospital admissions,MT,2024-08-04,2024-W31,41,ERVISS
hospital admissions,MT,2024-07-28,2024-W30,47,ERVISS
hospital admissions,MT,2024-07-21,2024-W29,68,ERVISS
hospital admissions,MT,2024-07-14,2024-W28,72,ERVISS
hospital admissions,MT,2024-07-07,2024-W27,83,ERVISS
hospital admissions,MT,2024-06-30,2024-W26,75,ERVISS
hospital admissions,MT,2024-06-23,2024-W25,63,ERVISS
hospital admissions,MT,2024-06-16,2024-W24,42,ERVISS
hospital admissions,MT,2024-06-09,2024-W23,33,ERVISS
hospital admissions,MT,2024-06-02,2024-W22,32,ERVISS
hospital admissions,MT,2024-05-26,2024-W21,17,ERVISS
hospital admissions,MT,2024-05-19,2024-W20,18,ERVISS
hospital admissions,MT,2024-05-12,2024-W19,10,ERVISS
hospital admissions,MT,2024-05-05,2024-W18,6,ERVISS
hospital admissions,MT,2024-04-28,2024-W17,13,ERVISS
hospital admissions,MT,2024-04-21,2024-W16,7,ERVISS
hospital admissions,MT,2024-04-14,2024-W15,5,ERVISS
hospital admissions,MT,2024-04-07,2024-W14,2,ERVISS
hospital admissions,MT,2024-03-31,2024-W13,5,ERVISS
hospital admissions,MT,2024-03-24,2024-W12,3,ERVISS
hospital admissions,MT,2024-03-17,2024-W11,4,ERVISS
hospital admissions,MT,2024-03-10,2024-W10,2,ERVISS
hospital admissions,MT,2024-03-03,2024-W09,3,ERVISS
hospital admissions,MT,2024-02-25,2024-W08,5,ERVISS
hospital admissions,MT,2024-02-18,2024-W07,10,ERVISS
hospital admissions,MT,2024-02-11,2024-W06,5,ERVISS
hospital admissions,MT,2024-02-04,2024-W05,10,ERVISS
hospital admissions,MT,2024-01-28,2024-W04,9,ERVISS
hospital admissions,MT,2024-01-21,2024-W03,18,ERVISS
hospital admissions,MT,2024-01-14,2024-W02,28,ERVISS
hospital admissions,MT,2024-01-07,2024-W01,41,ERVISS
hospital admissions,MT,2023-12-31,2023-W52,51,ERVISS
hospital admissions,MT,2023-12-24,2023-W51,40,ERVISS
hospital admissions,MT,2023-12-17,2023-W50,24,ERVISS
hospital admissions,MT,2023-12-10,2023-W49,14,ERVISS
hospital admissions,MT,2023-12-03,2023-W48,12,ERVISS
hospital admissions,MT,2023-11-26,2023-W47,14,ERVISS
hospital admissions,MT,2023-11-19,2023-W46,4,ERVISS
hospital admissions,MT,2023-11-12,2023-W45,8,ERVISS
hospital admissions,MT,2023-11-05,2023-W44,11,ERVISS
hospital admissions,MT,2023-10-29,2023-W43,12,ERVISS
hospital admissions,MT,2023-10-22,2023-W42,12,ERVISS
hospital admissions,MT,2023-10-15,2023-W41,18,ERVISS
hospital admissions,MT,2023-10-08,2023-W40,13,ERVISS
hospital admissions,MT,2023-10-01,2023-W39,18,ERVISS
hospital admissions,MT,2023-09-24,2023-W38,22,ERVISS
hospital admissions,MT,2023-09-17,2023-W37,13,ERVISS
hospital admissions,MT,2023-09-10,2023-W36,25,ERVISS
hospital admissions,MT,2023-09-03,2023-W35,27,ERVISS
hospital admissions,MT,2023-08-27,2023-W34,35,ERVISS
hospital admissions,MT,2023-08-20,2023-W33,42,ERVISS
